,DS_CARGO,NM_CANDIDATO,NM_SOCIAL_CANDIDATO,NM_PARTIDO,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,DS_GRAU_INSTRUCAO,NM_UE
12375,VEREADOR,ELAINE MARTINS DE SOUSA,#NULO#,PARTIDO SOCIAL CRISTÃO,FEMININO,BRANCA,36,SUPERIOR COMPLETO,RIO DE JANEIRO
12376,VEREADOR,LUIZ FERNANDO LIMA SANTOS,#NULO#,REDE SUSTENTABILIDADE,MASCULINO,BRANCA,57,SUPERIOR COMPLETO,RIO DE JANEIRO
12377,VEREADOR,MANOEL VALCIR BARROZO FILHO,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,42,ENSINO FUNDAMENTAL INCOMPLETO,TRAJANO DE MORAES
12378,VEREADOR,SUELEN CRISTINA LAGOS,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,PARDA,32,SUPERIOR COMPLETO,SAQUAREMA
12379,VEREADOR,CLAYBER FERREIRA BATISTA,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,PARDA,41,ENSINO FUNDAMENTAL INCOMPLETO,SÃO GONÇALO
12380,VEREADOR,RONALDO FARIAS DE ALBUQUERQUE,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,50,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
12381,VEREADOR,JOAO BATISTA SANTOS SOUZA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,PARDA,32,ENSINO MÉDIO COMPLETO,PORTO REAL
12382,VEREADOR,ELIZABETI MARTELETTI CAETANO,#NULO#,PARTIDO DOS TRABALHADORES,FEMININO,BRANCA,39,ENSINO MÉDIO COMPLETO,MAGÉ
12383,VEREADOR,BETINA ALMEIDA BASTOS,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,PRETA,21,ENSINO MÉDIO COMPLETO,CAMPOS DOS GOYTACAZES
12384,VEREADOR,EVERALDO MIGUEL DE SOUSA,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,PRETA,44,ENSINO MÉDIO INCOMPLETO,DUQUE DE CAXIAS
12385,VEREADOR,EDUARDO AMÉRICO FERREIRA LIMA,#NULO#,SOLIDARIEDADE,MASCULINO,PRETA,35,SUPERIOR INCOMPLETO,RESENDE
12386,VEREADOR,ANA LUIZA MATIAS DE OLIVEIRA,#NULO#,PARTIDO PROGRESSISTA,FEMININO,BRANCA,52,SUPERIOR COMPLETO,MENDES
12387,VEREADOR,EVALCIR SANTOS DA SILVA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,47,ENSINO MÉDIO COMPLETO,CARAPEBUS
12388,VEREADOR,FELIPE ARAUJO FERNANDES,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,PARDA,29,SUPERIOR COMPLETO,RIO DE JANEIRO
12389,VEREADOR,VALDIR AREDE MENEZES,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,PARDA,46,ENSINO FUNDAMENTAL COMPLETO,NILÓPOLIS
12390,VEREADOR,CLAUDIO LUIS DE SOUZA FREITAS,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,PARDA,42,ENSINO FUNDAMENTAL COMPLETO,CARAPEBUS
12391,VEREADOR,WALLACE XAVIER BARBOSA,#NULO#,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,BRANCA,55,ENSINO MÉDIO COMPLETO,NILÓPOLIS
12393,VEREADOR,OZIEL FERNANDO DE OLIVEIRA,#NULO#,PARTIDO PÁTRIA LIVRE,MASCULINO,PARDA,43,SUPERIOR COMPLETO,ITAGUAÍ
12394,VEREADOR,AMANDA DE OLIVEIRA ALVES,#NULO#,SOLIDARIEDADE,FEMININO,PRETA,30,ENSINO MÉDIO COMPLETO,VALENÇA
12395,VEREADOR,ROSANA JUVÊNCIO,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,BRANCA,36,ENSINO FUNDAMENTAL INCOMPLETO,BOM JARDIM
12396,VEREADOR,JOSE HERMINIO FILHO,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,PARDA,67,SUPERIOR COMPLETO,MIGUEL PEREIRA
12397,VEREADOR,RONALDO MILIANTE DE MELO,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,BRANCA,42,SUPERIOR COMPLETO,RIO DE JANEIRO
12398,VEREADOR,IVO GABRIEL SOBRINHO,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,PARDA,51,ENSINO MÉDIO INCOMPLETO,ANGRA DOS REIS
12399,VEREADOR,OSVALDO DE SOUZA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,PARDA,66,ENSINO FUNDAMENTAL INCOMPLETO,SANTO ANTÔNIO DE PÁDUA
12400,VEREADOR,EGILDO GOMES DE ALMEIDA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,PARDA,56,ENSINO FUNDAMENTAL INCOMPLETO,ANGRA DOS REIS
12401,VEREADOR,FAGNER ANTONIO RAMOS REIS,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,PRETA,35,ENSINO MÉDIO COMPLETO,ITALVA
12402,VEREADOR,LEONARDO ALAN MORAES DOS SANTOS,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,BRANCA,40,SUPERIOR COMPLETO,ANGRA DOS REIS
12403,VEREADOR,CARLOS FÁBIO PEREIRA AGUIAR,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,48,ENSINO MÉDIO COMPLETO,CAMBUCI
12404,VEREADOR,JULIA DA SILVA MOTTA,#NULO#,PARTIDO TRABALHISTA NACIONAL,FEMININO,PRETA,54,ENSINO FUNDAMENTAL INCOMPLETO,CACHOEIRAS DE MACACU
12405,VEREADOR,ROSELIA BARBOZA PEDRO,#NULO#,REDE SUSTENTABILIDADE,FEMININO,PRETA,40,ENSINO FUNDAMENTAL INCOMPLETO,SILVA JARDIM
12406,VEREADOR,JOAO VITORIO DA SILVA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,PARDA,50,LÊ E ESCREVE,VOLTA REDONDA
12407,VEREADOR,JOSÉ RAMOS PEREIRA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,PARDA,58,ENSINO FUNDAMENTAL COMPLETO,RIO DE JANEIRO
12408,VEREADOR,JUAREZ DE SOUZA NASCIMENTO,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,PRETA,55,ENSINO FUNDAMENTAL INCOMPLETO,MIRACEMA
12409,VEREADOR,MARIA HELENA VIEIRA MARTINS,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,PRETA,66,SUPERIOR COMPLETO,MESQUITA
12410,VEREADOR,GIUSEPP GERALDO ARRUDA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,43,ENSINO FUNDAMENTAL INCOMPLETO,CARMO
12411,VEREADOR,PAULO HENRIQUE SIQUEIRA DE AZEVEDO,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,BRANCA,49,ENSINO MÉDIO COMPLETO,CONCEIÇÃO DE MACABU
12412,VEREADOR,JOSÉ LUIZ DE ABREU BASTOS,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,BRANCA,62,ENSINO MÉDIO COMPLETO,SAQUAREMA
12413,VEREADOR,ELISANGELA DE SOUZA ROCHA,#NULO#,PARTIDO TRABALHISTA NACIONAL,FEMININO,BRANCA,41,ENSINO MÉDIO COMPLETO,CABO FRIO
12414,VEREADOR,MAISIS DE CASTRO FONSECA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,54,ENSINO MÉDIO COMPLETO,CACHOEIRAS DE MACACU
12416,VEREADOR,JORGE LUIZ DA SILVA FERREIRA,#NULO#,PARTIDO VERDE,MASCULINO,PARDA,58,ENSINO FUNDAMENTAL COMPLETO,DUQUE DE CAXIAS
12417,VEREADOR,DENIVAL DE SOUZA CORRÊA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,PRETA,60,SUPERIOR COMPLETO,MANGARATIBA
12418,VEREADOR,LUIS ALBERTO MOREIRA DO CARMO,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,50,SUPERIOR COMPLETO,ANGRA DOS REIS
12419,VEREADOR,CLEZIO MAGNO CARDOSO DA SILVA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,PRETA,40,ENSINO MÉDIO COMPLETO,NITERÓI
12420,VEREADOR,WESLEY LUIS RODRIGUES PEREIRA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,38,SUPERIOR COMPLETO,VOLTA REDONDA
12421,VEREADOR,ADEOCLEMES DE SOUSA MARTINS JUNIOR,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,PARDA,45,ENSINO MÉDIO COMPLETO,JAPERI
12422,VEREADOR,LUIZ ALVES DA SILVA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,PARDA,45,ENSINO FUNDAMENTAL INCOMPLETO,DUQUE DE CAXIAS
12423,VEREADOR,CRISTIANO CARLOS DE SOUZA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,BRANCA,43,ENSINO FUNDAMENTAL INCOMPLETO,SÃO PEDRO DA ALDEIA
12424,VEREADOR,WALKIRIA SOUTO DE MORAES,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,PARDA,33,ENSINO MÉDIO COMPLETO,SEROPÉDICA
12425,VEREADOR,MAICON DA COSTA E SILVA ARAUJO,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,PARDA,34,ENSINO FUNDAMENTAL INCOMPLETO,SAQUAREMA
12426,VEREADOR,AUREO VIEIRA SOBRINHO,#NULO#,DEMOCRATAS,MASCULINO,BRANCA,51,ENSINO MÉDIO COMPLETO,QUATIS
12427,VEREADOR,SIDNEA DA SILVA MERÊNCIO,#NULO#,PARTIDO TRABALHISTA NACIONAL,FEMININO,PRETA,53,SUPERIOR COMPLETO,NOVA FRIBURGO
12428,VEREADOR,JOSE LUIZ LIMA REIS,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,59,ENSINO MÉDIO COMPLETO,TRÊS RIOS
12431,VEREADOR,JOSÉ DE ARAUJO LIMA,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,59,ENSINO MÉDIO COMPLETO,ARRAIAL DO CABO
12432,VEREADOR,LUIS CLAUDIO VIEIRA AMORIM,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,PARDA,35,ENSINO MÉDIO COMPLETO,ITAGUAÍ
12433,VEREADOR,ALUYSIO DE LIMA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,PRETA,57,ENSINO MÉDIO COMPLETO,BARRA DO PIRAÍ
12434,VEREADOR,LUCIMAR SCHUINDT LEAL,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,FEMININO,BRANCA,55,ENSINO MÉDIO COMPLETO,NOVA FRIBURGO
12435,VEREADOR,GEANE CORDEIRO VINCLER,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,BRANCA,35,ENSINO MÉDIO COMPLETO,CARDOSO MOREIRA
12436,VEREADOR,VALDIR ANDRÉ DE OLIVEIRA,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,PRETA,55,ENSINO MÉDIO COMPLETO,SÃO JOÃO DE MERITI
12437,VEREADOR,LUIZ MAURO FONTE KELLY,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,59,ENSINO MÉDIO COMPLETO,MARICÁ
12438,VEREADOR,ALBINO SALVADOR NAVEGA DA SILVA,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,BRANCA,55,SUPERIOR INCOMPLETO,NOVA FRIBURGO
12439,VEREADOR,CARLOS ROBERTO COELHO MARINHO,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,49,ENSINO FUNDAMENTAL COMPLETO,SÃO JOSÉ DE UBÁ
12440,VEREADOR,FABIANA CARLOS GUIMARÃES,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,FEMININO,BRANCA,38,SUPERIOR COMPLETO,CAMPOS DOS GOYTACAZES
12441,VEREADOR,ALEXANDRE JOSÉ BORGES,#NULO#,DEMOCRATAS,MASCULINO,PRETA,42,SUPERIOR COMPLETO,RIO DE JANEIRO
12442,VEREADOR,GILSON BESERRA DA SILVA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,PARDA,51,SUPERIOR COMPLETO,DUQUE DE CAXIAS
12443,VEREADOR,ANDERSON LUCIO VENANCIO,#NULO#,DEMOCRATAS,MASCULINO,PRETA,43,ENSINO MÉDIO COMPLETO,SÃO JOÃO DE MERITI
12444,VEREADOR,VALDO ROGERIO GOMES DE MENDONÇA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,PRETA,51,ENSINO MÉDIO COMPLETO,NOVA FRIBURGO
12445,VEREADOR,CARLOS MURDOCH FERNANDES,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,52,SUPERIOR COMPLETO,RIO DE JANEIRO
12446,VEREADOR,VALÉRIA SANTOS DO NASCIMENTO CAVALCANTI,#NULO#,PARTIDO TRABALHISTA NACIONAL,FEMININO,BRANCA,51,SUPERIOR COMPLETO,ITAGUAÍ
12447,VEREADOR,VALDEIR DA SILVA MONTEIRO,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,PARDA,57,SUPERIOR COMPLETO,ITAGUAÍ
12448,VEREADOR,ELIAS RODRIGUES DOS SANTOS,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,PARDA,36,ENSINO MÉDIO COMPLETO,ITATIAIA
12449,VEREADOR,SILVIO LEONALDO,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,PARDA,40,SUPERIOR COMPLETO,VOLTA REDONDA
12450,VEREADOR,ROYSER FONTES ABREU,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,32,SUPERIOR INCOMPLETO,NOVA FRIBURGO
12451,VEREADOR,SELMA LEAO PEIXOTO,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,PRETA,49,ENSINO MÉDIO INCOMPLETO,NOVA FRIBURGO
12452,VEREADOR,ELAINE ROCHA DA SILVA,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,PARDA,40,ENSINO FUNDAMENTAL INCOMPLETO,MENDES
12453,VEREADOR,VALDECI FRANCISCO RIBEIRO,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,PARDA,60,ENSINO FUNDAMENTAL COMPLETO,ANGRA DOS REIS
12455,VEREADOR,GERALDO SOARES BARRETO FILHO,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,50,ENSINO FUNDAMENTAL COMPLETO,NATIVIDADE
12456,VEREADOR,ISABEL CRISTINA DE CARVALHO LISBOA,#NULO#,PARTIDO DA MOBILIZAÇÃO NACIONAL,FEMININO,PRETA,58,SUPERIOR COMPLETO,DUQUE DE CAXIAS
12457,VEREADOR,ANTONIO CARLOS CARDOZO DA SILVA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,55,SUPERIOR COMPLETO,MARICÁ
12458,VEREADOR,ZORILDA DE ALMEIDA SOUZA,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,FEMININO,PARDA,56,ENSINO MÉDIO COMPLETO,MACAÉ
12459,VEREADOR,ALLAN SANTANA DA SILVA,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,BRANCA,50,ENSINO FUNDAMENTAL COMPLETO,IGUABA GRANDE
12460,VEREADOR,ALEXSANDRO LEITE DA SILVA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,PARDA,43,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS
12461,VEREADOR,PATRICIA VALERIA ROCHA SILVA DOS SANTOS,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,FEMININO,PARDA,44,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS
12462,VEREADOR,LIDINEI FRANCISCO DA CONCEIÇÃO,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,PRETA,54,ENSINO FUNDAMENTAL INCOMPLETO,ARARUAMA
12463,VEREADOR,PAULO CESAR CARREIRO DA SILVA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,BRANCA,45,SUPERIOR COMPLETO,TERESÓPOLIS
12464,VEREADOR,DIRCE FERNANDES RIBEIRO,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,BRANCA,46,ENSINO MÉDIO COMPLETO,PATY DO ALFERES
12465,VEREADOR,RICARDO DOMINGOS DA SILVA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,33,ENSINO MÉDIO INCOMPLETO,MIGUEL PEREIRA
12466,VEREADOR,MARIA MARILEIDE BARBOSA DOS SANTOS,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,BRANCA,64,ENSINO MÉDIO COMPLETO,ITAGUAÍ
12467,VEREADOR,CLARIMESSO VIEIRA DA COSTA,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,BRANCA,66,ENSINO FUNDAMENTAL COMPLETO,SÃO GONÇALO
12468,VEREADOR,ANSELMO RODRIGUES,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,BRANCA,54,ENSINO FUNDAMENTAL INCOMPLETO,CABO FRIO
12469,VEREADOR,VANDERLEI COSTA REI UNNIDO,#NULO#,PARTIDO TRABALHISTA CRISTÃO,MASCULINO,PARDA,64,ENSINO MÉDIO COMPLETO,SÃO JOÃO DE MERITI
12470,VEREADOR,JAYME BITTENCOURT SUZUKI,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,51,SUPERIOR COMPLETO,NITERÓI
12471,VEREADOR,EVANDRO DIAS DE ANDRADE,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,PRETA,48,ENSINO MÉDIO COMPLETO,NILÓPOLIS
12472,VEREADOR,HUGO BASTOS DE MACEDO,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,PARDA,64,LÊ E ESCREVE,QUATIS
12473,VEREADOR,LUCAS MUNIZ DE ALMEIDA,#NULO#,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,BRANCA,23,SUPERIOR INCOMPLETO,SÃO GONÇALO
12474,VEREADOR,CARLOS MÁRCIO DE JESUS MELO,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,41,ENSINO MÉDIO COMPLETO,PATY DO ALFERES
12475,VEREADOR,CLOVIS DE SOUZA PEREIRA,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,BRANCA,52,ENSINO FUNDAMENTAL COMPLETO,BOM JESUS DO ITABAPOANA
12476,VEREADOR,AMANDA COSTA BRUM,#NULO#,PARTIDO DOS TRABALHADORES,FEMININO,BRANCA,27,SUPERIOR COMPLETO,ARARUAMA
12477,VEREADOR,ELOIZANETH ALVES FRASSETTI,#NULO#,PARTIDO SOCIAL LIBERAL,FEMININO,PARDA,54,ENSINO MÉDIO COMPLETO,RIO DAS OSTRAS
12478,VEREADOR,GERSON DA SILVA COSTA,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,PARDA,62,ENSINO FUNDAMENTAL INCOMPLETO,TRÊS RIOS
12479,VEREADOR,MARIA DO SOCORRO DA SILVA ZEFERINO,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,FEMININO,PARDA,51,SUPERIOR INCOMPLETO,SÃO GONÇALO
12480,VEREADOR,MARCIA GONÇALVES DOS SANTOS,#NULO#,REDE SUSTENTABILIDADE,FEMININO,PRETA,45,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS
12481,VEREADOR,MARIA DE LOURDES TAVARES HENRIQUES,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,BRANCA,66,SUPERIOR COMPLETO,RIO DE JANEIRO
12482,VEREADOR,MARCOS BAPTISTA VALINHO,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,48,SUPERIOR COMPLETO,BOM JESUS DO ITABAPOANA
12483,VEREADOR,LUIS ANTONIO FURLANI FILHO,#NULO#,PARTIDO VERDE,MASCULINO,BRANCA,37,SUPERIOR COMPLETO,BARRA MANSA
12484,VEREADOR,RENATO DA CONCEIÇÃO,#NULO#,SOLIDARIEDADE,MASCULINO,PARDA,41,ENSINO FUNDAMENTAL INCOMPLETO,CACHOEIRAS DE MACACU
12485,VEREADOR,ELZENI FREITAS STOLLER,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,FEMININO,BRANCA,51,ENSINO MÉDIO COMPLETO,SÃO FIDÉLIS
12486,VEREADOR,PAULO CESAR DOS REIS,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,BRANCA,64,ENSINO FUNDAMENTAL INCOMPLETO,NOVA FRIBURGO
12487,VEREADOR,CLAUDIA MARIA VIEIRA ROHAN,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,BRANCA,51,ENSINO MÉDIO COMPLETO,SÃO GONÇALO
12488,VEREADOR,MARIA ABADIA FABRICIO MALDONADO,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,FEMININO,BRANCA,60,SUPERIOR INCOMPLETO,RIO DE JANEIRO
12489,VEREADOR,CHARB FRANCISCO TANUS FLORIDO,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,45,SUPERIOR COMPLETO,ITALVA
12490,VEREADOR,HELENA FERREIRA DA SILVA,#NULO#,PARTIDO DOS TRABALHADORES,FEMININO,BRANCA,61,ENSINO MÉDIO COMPLETO,CONCEIÇÃO DE MACABU
12491,VEREADOR,LENILDO NUNES,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,45,ENSINO FUNDAMENTAL COMPLETO,RIO DAS OSTRAS
12492,VEREADOR,JOANICE LIMA DE OLIVEIRA DA SILVA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,FEMININO,BRANCA,47,ENSINO FUNDAMENTAL COMPLETO,PORCIÚNCULA
12493,VEREADOR,JOSE CARLOS AZEREDO RANGEL,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,58,ENSINO MÉDIO COMPLETO,CARDOSO MOREIRA
12494,VEREADOR,GRACIELE THEODORO DE SOUZA CARVALHO,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,PRETA,30,SUPERIOR COMPLETO,VALENÇA
12495,VEREADOR,LUCENIR MARQUES CORREA DE PERCIA GOMES,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,BRANCA,63,ENSINO MÉDIO COMPLETO,PETRÓPOLIS
12496,VEREADOR,RITA DE CÁSSIA ROMÃO,#NULO#,PARTIDO DA REPÚBLICA,FEMININO,BRANCA,54,SUPERIOR COMPLETO,MAGÉ
12497,VEREADOR,PAULO SERGIO ALVES MARINS,#NULO#,DEMOCRATAS,MASCULINO,BRANCA,46,ENSINO MÉDIO COMPLETO,CACHOEIRAS DE MACACU
12498,VEREADOR,CLAUDIO PEREIRA DE LIMA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,46,ENSINO MÉDIO COMPLETO,BELFORD ROXO
12499,VEREADOR,MARCOS LUIZ DOS SANTOS PALOMO,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,BRANCA,47,SUPERIOR COMPLETO,ITAOCARA
12500,VEREADOR,THIAGO RIBEIRO BARRETO,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,32,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS
12501,VEREADOR,GELSON HENRIQUE SANTOS DA SILVA,#NULO#,SOLIDARIEDADE,MASCULINO,PARDA,52,ENSINO MÉDIO COMPLETO,MESQUITA
12502,VEREADOR,ELEANOR ATALIA MENDES DE OLIVEIRA,#NULO#,PARTIDO ECOLÓGICO NACIONAL,FEMININO,BRANCA,67,ENSINO MÉDIO COMPLETO,IGUABA GRANDE
12503,VEREADOR,MARCELO JOSE DE CASTRO,#NULO#,DEMOCRATAS,MASCULINO,INDÍGENA,48,ENSINO FUNDAMENTAL INCOMPLETO,MANGARATIBA
12504,VEREADOR,JOSE LUIZ DE BRUM SABENÇA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,PARDA,53,ENSINO MÉDIO COMPLETO,BARRA DO PIRAÍ
12505,VEREADOR,GILSON LUCIANO SENA,#NULO#,PARTIDO DA MULHER BRASILEIRA,MASCULINO,PARDA,54,SUPERIOR INCOMPLETO,BARRA MANSA
12506,VEREADOR,ROSEMARY CONCEICAO BARROSO,#NULO#,PARTIDO TRABALHISTA DO BRASIL,FEMININO,PARDA,60,ENSINO FUNDAMENTAL INCOMPLETO,DUQUE DE CAXIAS
12507,VEREADOR,JAIR COSTA,#NULO#,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,PARDA,68,ENSINO MÉDIO INCOMPLETO,JAPERI
12508,VEREADOR,EMILIA DOS SANTOS OLIVEIRA BAPTISTA,#NULO#,DEMOCRATAS,FEMININO,BRANCA,60,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
12509,VEREADOR,CLAUDIO NORBERTO GONÇALVES,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,PARDA,42,ENSINO MÉDIO COMPLETO,ARARUAMA
12510,VEREADOR,MARILENA PINTO RODRIGUES,#NULO#,DEMOCRATAS,FEMININO,PARDA,50,ENSINO MÉDIO COMPLETO,SÃO JOÃO DE MERITI
12511,VEREADOR,LUIZ FERNANDO DE PAULA ESPINDOLA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,PARDA,50,ENSINO MÉDIO COMPLETO,PATY DO ALFERES
12512,VEREADOR,MARTHA CAVALCANTI FIGUEIREDO,#NULO#,PARTIDO SOCIAL CRISTÃO,FEMININO,BRANCA,55,SUPERIOR COMPLETO,RIO DE JANEIRO
12513,VEREADOR,VERA DAS GRAÇAS DOS SANTOS MEDINA,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,FEMININO,BRANCA,68,SUPERIOR COMPLETO,RIO DE JANEIRO
12514,VEREADOR,JANE MEURI MAGALHÃES DA SILVA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,PARDA,38,ENSINO MÉDIO COMPLETO,TANGUÁ
12515,VEREADOR,CARLOS HENRIQUE MARCOLINO DOS SANTOS,#NULO#,PARTIDO DA MULHER BRASILEIRA,MASCULINO,BRANCA,32,ENSINO MÉDIO COMPLETO,MESQUITA
